5334408815.34	3.92333516491e-14	0.0	0.0	0.0	0.0	
14286102445.5	7.62662262204e-14	0.0	0.0	0.0	0.0	
37069244635.9	1.28853278055e-13	0.0	0.0	0.0	0.0	
19079670383.0	1.38128034271e-13	0.0	0.0	0.0	0.0	
5.40168848335e+14	1.32797068495e-10	0.0	0.0	0.0	0.0	
8.83776122156e+17	9.79014290393e-10	0.0	0.0	0.0	0.0	
6.62725445514e+17	1.06555639941e-09	0.0	0.0	0.0	0.0	
1.36615903664e+18	9.79014290393e-10	0.0	0.0	0.0	0.0	
1.70148105394e+18	8.99188595901e-10	0.0	0.0	0.0	0.0	
2.28406336194e+18	8.43427496455e-10	0.0	0.0	0.0	0.0	
3.07245977023e+18	7.74183786466e-10	0.0	0.0	0.0	0.0	
2.28406336194e+18	8.08099692794e-10	0.0	0.0	0.0	0.0	
3.07245977023e+18	7.25840573188e-10	0.0	0.0	0.0	0.0	
3.84292763341e+18	6.80381261518e-10	0.0	0.0	0.0	0.0	
4.81225901667e+18	6.10584169532e-10	0.0	0.0	0.0	0.0	
4.81225901667e+18	5.59714567448e-10	0.0	0.0	0.0	0.0	
4.81225901667e+18	5.12900101046e-10	0.0	0.0	0.0	0.0	
5.86909580181e+25	6.66501527894e-10	0.0	0.0	0.0	0.0	
8.54359035043e+25	3.96911569e-10	0.0	0.0	0.0	0.0	
1.2466414781e+26	4.59488582996e-10	0.0	0.0	0.0	0.0	
1.82339683669e+26	3.42515212516e-10	0.0	0.0	0.0	0.0	
2.67341180565e+26	3.08098062697e-10	0.0	0.0	0.0	0.0	
3.92918230341e+26	2.14112436325e-10	0.0	0.0	0.0	0.0	
6.25724725514e+26	2.38449826084e-10	0.0	0.0	0.0	0.0	
9.24606105323e+26	1.61440554545e-10	0.0	0.0	0.0	0.0	
1.3696301114e+27	8.8782865995e-11	0.0	0.0	0.0	0.0	
2.0339005936e+27	9.9296263935e-11	0.0	0.0	0.0	0.0	
3.27971808603e+27	8.29953246538e-11	0.0	0.0	0.0	0.0	
4.89736884483e+27	3.55549705442e-11	0.0	0.0	0.0	0.0	
4806788410.89	3.39267794583e-14	0.0	0.0	0.0	0.0	
4784673205.39	3.96122450808e-14	0.0	0.0	0.0	0.0	
7763871655.76	4.07016863348e-14	0.0	0.0	0.0	0.0	
7706615905.76	5.19216920717e-14	0.0	0.0	0.0	0.0	
13517137561.7	6.09700117994e-14	0.0	0.0	0.0	0.0	
13442801578.1	7.27805786007e-14	0.0	0.0	0.0	0.0	
13405793581.9	7.95179391984e-14	0.0	0.0	0.0	0.0	
13332095991.0	9.49214450383e-14	0.0	0.0	0.0	0.0	
20503324347.0	1.06484604379e-13	0.0	0.0	0.0	0.0	
31760752528.8	1.2212981674e-13	0.0	0.0	0.0	0.0	
34092764510.1	1.36519220053e-13	0.0	0.0	0.0	0.0	
18956082992.2	1.27021129128e-13	0.0	0.0	0.0	0.0	
18850329131.0	1.51626529168e-13	0.0	0.0	0.0	0.0	
31287803547.9	1.94393693079e-13	0.0	0.0	0.0	0.0	
3.78288701415e+14	1.0223871553e-10	0.0	0.0	0.0	0.0	
4.43968151573e+14	9.78103055009e-11	0.0	0.0	0.0	0.0	
4.43968151573e+14	1.33352143216e-10	0.0	0.0	0.0	0.0	
5.65284081972e+14	1.27576073306e-10	0.0	0.0	0.0	0.0	
7.00195591302e+17	1.27280509398e-10	0.0	0.0	0.0	0.0	
8.07181622087e+17	1.14062492385e-10	0.0	0.0	0.0	0.0	
8.66816757445e+17	1.04483477584e-10	0.0	0.0	0.0	0.0	
1e+18	9.78309319018e-11	0.0	0.0	0.0	0.0	
1.15421708572e+18	8.96150501947e-11	0.0	0.0	0.0	0.0	
1.33287842547e+18	8.03085722139e-11	0.0	0.0	0.0	0.0	
1.53996150383e+18	7.19685673001e-11	0.0	0.0	0.0	0.0	
1.65558265847e+18	6.44946677104e-11	0.0	0.0	0.0	0.0	
1.91423842086e+18	5.90783791159e-11	0.0	0.0	0.0	0.0	
2.2144167168e+18	5.29431190989e-11	0.0	0.0	0.0	0.0	
2.3821716912e+18	4.74450027551e-11	0.0	0.0	0.0	0.0	
2.75781444485e+18	4.25178630338e-11	0.0	0.0	0.0	0.0	
3.19431013498e+18	3.81024042995e-11	0.0	0.0	0.0	0.0	
3.4384748847e+18	3.41454887383e-11	0.0	0.0	0.0	0.0	
3.70177427532e+18	3.1277936617e-11	0.0	0.0	0.0	0.0	
3.98574403357e+18	2.86512026966e-11	0.0	0.0	0.0	0.0	
4.29204599197e+18	2.68269579528e-11	0.0	0.0	0.0	0.0	
4.29204599197e+18	2.5675789678e-11	0.0	0.0	0.0	0.0	
4.62247867393e+18	2.35195263507e-11	0.0	0.0	0.0	0.0	
4.62247867393e+18	2.10770353447e-11	0.0	0.0	0.0	0.0	
4.97898878634e+18	1.32987102506e-11	0.0	0.0	0.0	0.0	
4.97898878634e+18	7.04075200661e-12	0.0	0.0	0.0	0.0	
3.98574403357e+18	4.25178630338e-11	0.0	0.0	0.0	0.0	
5.36368369897e+18	2.74217544812e-11	0.0	0.0	0.0	0.0	
7.00195591302e+17	4.50657033775e-10	0.0	0.0	0.0	0.0	
8.07181622087e+17	4.21696503429e-10	0.0	0.0	0.0	0.0	
9.30972485907e+17	3.94597060906e-10	0.0	0.0	0.0	0.0	
1.07427842393e+18	3.61153898874e-10	0.0	0.0	0.0	0.0	
1.24025797832e+18	3.30545134757e-10	0.0	0.0	0.0	0.0	
1.43259397009e+18	3.0930334402e-10	0.0	0.0	0.0	0.0	
1.65558265847e+18	2.83089053859e-10	0.0	0.0	0.0	0.0	
1.91423842086e+18	2.59096495284e-10	0.0	0.0	0.0	0.0	
2.05873464297e+18	2.42446201708e-10	0.0	0.0	0.0	0.0	
2.2144167168e+18	2.26865904374e-10	0.0	0.0	0.0	0.0	
2.56295860198e+18	2.17039340719e-10	0.0	0.0	0.0	0.0	
2.75781444485e+18	2.0309176209e-10	0.0	0.0	0.0	0.0	
2.96786065471e+18	1.94294961472e-10	0.0	0.0	0.0	0.0	
3.4384748847e+18	1.77827941004e-10	0.0	0.0	0.0	0.0	
3.98574403357e+18	1.62756544803e-10	0.0	0.0	0.0	0.0	
4.29204599197e+18	1.52297336355e-10	0.0	0.0	0.0	0.0	
4.62247867393e+18	1.36337518356e-10	0.0	0.0	0.0	0.0	
4.62247867393e+18	1.27576073306e-10	0.0	0.0	0.0	0.0	
4.29204599197e+18	1.06867624016e-10	0.0	0.0	0.0	0.0	
